,id,title,contents,date,category,source
0,3723cfa4-6192-4af7-87d2-04fbee2abfee,CNBC：微軟短暫禁止員工使用ChatGPT 稱資安考量,"根據 CNBC 報導，微軟 (MSFT-US) 周四 (9 日) 短暫禁止自家員工使用 ChatGPT，理由是資安考量，但不久後即恢復使用。
微軟周四稍早於公司內部網站表示：「出於安全和數據上的考量，將不再允許員工使用部分 AI 工具。」CNBC 取得的一張螢幕截圖，也顯示 ChatGPT 無法在微軟的公司裝置上使用。
微軟表示，雖然公司確實投資 OpenAI，ChatGPT 也有內建的保護措施來防止不當使用，但 ChatGPT 仍屬於第三方外部服務，存在隱私和安全風險，因此必須謹慎使用，並建議員工使用自家的 AI 工具 Bing Chat。
不過，微軟發布公告不久後，即刪除公告中關於禁止使用這些產品的內容。在 CNBC 發布報導之後，微軟也恢復讓員工繼續使用 ChatGPT。

許多大型公司限制自家員工使用 ChatGPT，通常是為了防止機密資料外洩，因為在經過大量資料訓練後，ChatGPT 可產出類似人類的聊天內容。目前該服務在全球已擁有超過 1 億用戶。
根據 Business Insider 年初報導，一名微軟工程師在一個論壇上發文表示，微軟員工可以使用 ChatGPT，但建議不要輸入機密資料。

",2023/11/10,美股,cnyes
1,19fe5e82-c97b-4491-8066-71aec8652ca8,《航運指數》波羅的海乾貨指數升4.44%,"波羅的海綜合指數行情:9╱11╱2023　波海綜合指數1598.0068.004.44波海海岬型指數2486.00168.007.25　　上述報價只供參考用

",2023/11/10,美股,cnyes
2,cf523f2a-9e46-4b08-a198-0265bc9a3948,美商康寧把雷射技術賣給中企 交易有待美、中、德政府同意,"為蘋果 iPhone 供應玻璃基板的美國製造商康寧公司 (Corning)，已經同意以最高 1500 萬歐元 (1600 萬美元) 的價碼，把旗下德國雷射技術業務賣給中國的德龍激光公司 (688170-CN)，後者客戶包括華為。這筆交易需經中國、德國、美國政府批准，以及董事會和股東的同意。
康寧周四 (9 日) 證實證券申報文件揭露的資訊，文件中顯示，德龍激光在本周三與康寧簽定契約，以買下「康寧雷射科技」(Corning Laser Technologies, CLT)。
雖然這筆交易金額不大，卻將面臨日益微妙的監管處境。拜登政府正在加強檢視美國企業與中國的商業往來，試圖阻止美企向中國出售先進技術，以免最終落入軍方手中。
康寧這筆交易並未涉及先進半導體或晶片生產設備，但得龍激光曾證實，華為是客戶之一。華為不久前發表 5G 旗艦手機 Mate Pro 60，採用中芯 7 奈米製程的晶片，引發美國技術圍堵被突破的揣測。美國在前總統川普任內，以國家安全疑慮為由禁止與華為的商業往來。

康寧透過聲明表示，本交易目的是「更妥善調整公司的商業投資組合」，「由於本交易仍然必須等待批准，我們此刻無法提供更進一步的資訊。」
這筆交易仍需經中國、德國、美國政府批准，也需要董事會和股東的同意。
美國財政部一名官員表示，美國海外投資委員會 (CFIUS)「致力於在職權範圍內採取所有必要行動，以捍衛美國的國家安全」。
CFIUS 發言人則說，為了讓執法符合法規，CFIUS 不會對可能正在審查、或可能不會審查的交易公開發表評論。
德國經濟事務和氣候保護部 (Ministry of Economy and Climate Protection) 也表示，無法就審查過程提供任何資訊，因過程中涉及只有相關企業可以揭露的敏感商業機密。
(本文不開放合作夥伴轉載)

",2023/11/10,美股,cnyes
3,eae8a5f9-9ce1-4c4e-8fb1-2535d87cf0ef,蘋果新iPad Pro系列OLED面板明年2月開始量產,"韓媒《Chosun Biz》週四 (9 日) 報導，未來新一代的 iPad Pro 將會採用 OLED 面板，其中面板供應商 LG Display 與三星顯示器計劃明年 2 月開始大量生產。
關於蘋果將其 iPad 系列改用 OLED 的傳言已經流傳多年，報導指出，蘋果下一代 iPad 系列採用的 OLED 面板將於明年 2 月開始生產，三星顯示器和 LG Display 之間分別生產 400 萬台和 600 萬台。
此外，蘋果 (AAPL-US) 預計到 2026 年也將 iPad mini 和 iPad Air 改採 OLED 面板，最初的 1000 萬台供應似乎是針對 11 吋 iPad Pro 和 12.9 吋 iPad Pro。

蘋果預計到 2026 年也將 iPad mini 和 iPad Air 改採 OLED 面板 (圖片：蘋果官網)

該報蘋果預計到 2026 年也將 iPad mini 和 iPad Air 改採 OLED 面板導與《彭博》科技記者 Mark Gurman 在 8 月以及最近由 Digitimes 的消息相符。兩者都表明蘋果正在為 2024 年初推出 OLED 版 iPad Pro 做好準備。

Gurman 透露蘋果計劃讓 2024 年版 iPad Pro 重新設計，讓此款平板變得更加接近筆電，包括稍大的 13 吋、新鋁製巧控鍵盤和 M3 晶片，這將是蘋果「多年來重振市場的最佳機會」。
該報告與 Omdia 的報告幾乎相同，蘋果似乎可能會在 2 月開始為 iPad Pro 生產 OLED，並在年中發布。2023 年是 iPad 推出以來首年沒有型號更新，但傳聞 2024 年對 iPad 來說將是重要的一年。

",2023/11/10,美股,cnyes
4,f97e1f48-c5d1-4d55-8235-8570f7be8678,股神巴菲特陷醜聞 涉個人帳戶跟單波克夏股票操作,"非營利調查新聞網站 ProPublica 週四 (9 日) 援引美國國稅局 (IRS) 洩露的機密數據報導，在波克夏 · 海瑟威 (BRK.B-US) 購買或出售股票之前的當季或前一季，被稱為「奧瑪哈的神諭」 (Oracle of Omaha) 的巴菲特在其私人帳戶中也對同一檔股票進行交易，他本人過去聲稱此做法有利益衝突。
巴菲特公開承認有一個私人帳戶，獨立於波克夏 3,000 億美元的股票投資組合之外。
波克夏被要求每季向美國證券交易委員會 (SEC) 披露其持股情況，但巴菲特私人帳戶中的持股量及其規模在很大程度上仍是一個謎。
該報導指出，在波克夏購買或出售股票之前的當季或前一季，巴菲特在其私人帳戶中也對同一檔股票進行交易。

同時，該報導列出巴菲特 2009 年和 2012 年的買賣操作，這些股票包括富國銀行 (WFC-US)、嬌生 (JNJ-US) 和沃爾瑪 (WMT-US) 等等。
巴菲特此番操作似乎是自打嘴巴，他本人曾公開表示，當涉及他的個人帳戶時，他試圖避開波克夏參與的投資。巴菲特在 2016 年波克夏年會上表示：「我盡量遠離任何可能與波克夏發生衝突的事情。」
截稿前，波克夏 (BRK.B-US) 尚未回應媒體的置評請求。波克夏 (BRK.B-US) 週四收紅 0.52% 至每股 348.18 美元。
波克夏近期剛公布最新財報，在巴菲特仍掌舵的情況下，第 3 季營業利益大增逾 40%，創下新高，現金水位同樣締造新高紀錄，主要受惠於利率走高，可見股神抓住公債殖利率扶搖直上機會大買短期公債。波克夏一直在整體拋售其持有的股票。 

",2023/11/10,美股,cnyes
5,14801ade-1e14-4b29-a3f6-9bb64f62e225,〈美股盤後〉鮑爾鷹風陣陣 2年期美債殖利率升破5% 標普止步連8紅,"投資人持續消化迪士尼等新一批企業財報，美債殖利率大幅上漲令投資人感到不安，美股週四 (9 日) 早盤狹幅震盪，隨著聯準會 (Fed) 主席鮑爾在尾盤掀起「鷹風陣陣」，美股主指聞訊嚇黑，特斯拉慘摔逾 5%，道瓊收跌逾 220 點，標普挫超 0.8%，揮別連續 8 日升勢。
由於 240 億美元的 30 年期公債拍賣疲弱，2 年期美債殖利率上漲 8 個基點至約 5.01%，為 11 月 3 日以來首見。10 年期美債殖利率上漲 11 個基點至約 4.63%。
政經方面，聯準會鷹風襲來，鮑爾週四表示：「聯邦公開市場委員會 (FOMC) 致力於實現一種貨幣政策立場，這種立場具有足夠的限制性，可以隨著時間的推移將通膨率降至 2%，我們不相信我們已達到這樣的立場。」
儘管如此，鮑爾稱：「聯準會將持續謹慎行事，以應對被幾個月的良好數據誤導的風險，以及過度緊縮的風險。如果合適，聯準會將毫不猶豫地升息。」

同日，聯準會理事鮑曼亦釋出「鷹訊」稱，她預計 FOMC 有必要繼續多次升息，以使通膨率回落至 2%  目標。
市場基本上相信聯準會完成本輪升息循環。根據 CME FedWatch 工具，交易員認為 FOMC 在 12 月 12 日至 13 日的會議上升息的機率不到 10%，預計聯準會將於明年開始降息，時間點可能落在 6 月左右。
此外，美國政府關門大限 (11 月 18 日) 逼近，眾議院新任議長強生僅有不到一週的時間進行開局之戰，但強生尚未向共和黨高層表明他將採取何種融資途徑，無論是公開的還是私下的，如果國會到下週五之間不採取行動，政府關門的可能性就會增加，並進一步暴露內部分歧。
地緣政治方面，美國政府表示，以色列同意由即日起，基於人道理由，每日在加薩北部暫停軍事行動 4 小時，以便運送人道物資及讓平民離開，白宮形容這是朝著正確方向邁出的一步。以色列總理納坦雅胡發布聲明中重申，如果不釋放哈瑪斯扣押的人質，就不會「停火。」
美股週四 (9 日) 四大指數表現：

美股道瓊指數下跌 220.33 點，或 0.65%，收 33,891.94 點。
那斯達克指數下跌 128.97 點，或 0.94%，收 13,521.45 點。
標普 500 指數下跌 35.43 點，或 0.81%，收 4,347.35 點。
費城半導體指數下跌 20.34 點，或 0.59%，收 3,452.34 點。
NYSE FANG + 指數下跌 64.76 點，或 0.82%，收 7,789.25 點。


標普 11 大板塊全數下殺，醫療保健領跌。(圖片：finviz) 

焦點個股
科技五大天王疲弱。Alphabet (GOOGL-US) 下跌 1.21%；Meta (META-US) 上漲 0.24%；蘋果 (AAPL-US) 跌 0.26%；微軟 (MSFT-US) 跌 0.69%；亞馬遜 (AMZN-US) 下跌 1.04%。
道瓊成分股逾半收黑。安進 (AMGN-US) 下跌 3.37%；家得寶 (HD-US) 下跌 2.72%；沃爾格林聯合博姿 (WBA-US) 下跌 2.62%；Nike (NKE-US) 下跌 2.18%；迪士尼 (DIS-US) 大漲 6.91%。
費半成分股普遍走低。高通 (QCOM-US) 漲 0.03%；輝達 (NVDA-US) 上漲 0.83%；美光 (MU-US) 上漲 1.78%；應用材料 (AMAT-US) 跌 0.73%；AMD (AMD-US) 跌 0.09%；德儀 (TXN-US) 下跌 1.34%。
台股 ADR 多收黑。台積電 ADR (TSM-US) 下跌 0.41%；日月光 ADR (ASX-US) 下跌 0.76%；聯電 ADR (UMC-US) 下跌 0.94%；中華電信 ADR (CHT-US) 漲 0.11%。
企業新聞
特斯拉 (TSLA-US) 重挫 5.46% 至每股 209.98 美元，創三週最大單日跌幅。美國聯合汽車工會 (UAW) 罷工奏效，預示下次罷工特斯拉恐成箭靶。此外，滙豐銀行開始給予特斯拉「減持」評級並將目標價定為每股 146 美元。分析師指出，特斯拉雄心勃勃的目標是到 2030 年實現 2,000 萬輛交車量，這是一項重大的中期挑戰，滿足如此苛刻的目標可能會進一步加劇公司資源的緊張。
輝達 (NVDA-US) 收紅 0.81% 至每股 469.50 美元。外傳輝達 (Nvidia) 為應對美國政府禁止先進晶片出口至中國的限制政策，最快於 11 月 16 日推出三款新晶片，分別是 HGX H20、L20 PCIe 及 L2 PCIe。
維珍銀河 (SPCE-US) 暴跌 19.23% 至每股 1.86 美元。維珍銀河計劃明年中期暫停太空飛行業務，目的是集中力量開發公司寄予厚望的新一代 Delta class 太空船，還解雇約 185 名員工，約佔員工總數的 18%，以降低成本並策略性重新調整資源。
迪士尼 (DIS-US) 強升 6.91% 至每股 90.34 美元，創 2020 年 12 月來最佳單日表現。迪士尼最新財報獲利超出預期，主要歸功於獲利超出預期，部分歸功於 ESPN + 獲利和主題樂園的持續成長，但廣告收入的下降令營收承壓。
由於《Barbie 芭比》和《奧本海默》電影大獲成功，AMC Entertainment 第三季營收超出預期。然而，AMC Entertainment (AMC-US) 宣布將按市價發行並出售總額高達 3.5 億美元的 A 類普通股後，其股價閃崩 13.68% 至每股 8.71 美元。
蘋果 (AAPL-US) 下滑 0.26% 至每股 182.41 美元。蘋果在與歐盟的稅收法律戰中失利，可能被迫支付 140 億美元的稅金。
經濟數據

美國上週初領失業金人數報 21.7 萬，預期 21.5 萬，修正後前值 22.0 萬
美國上週續領失業金人數報 183.4 萬，預期 182 萬，修正後前值 181.2 萬

華爾街分析
Annex 財富管理公司首席經濟學家 Brian Jacobsen 點評：「聯準會可能不希望 10 年期美債殖利率遠高於 5%，但也不希望它遠低於 4.5%，他們的基調可能會隨著利率的變化而調整，使其保持在這個範圍內。」
Evercore ISI 分析師 Krishna Guha 說：「鮑爾鷹派言論可能會被合理地解讀為試圖反對進一步寬鬆的金融狀況，抑制降息預期，並在需要時保留進一步升息的選項。」
LPL Financial 分析師 Jeffrey Roach 表示：「鮑爾警告投資人不要被前幾個月良好數據的假象所誤導，市場感到緊張。儘管如此，在下週通膨數據公布之前，殖利率有望下降，這應該會讓市場感到些許寬慰，因為總體數據可能呈現疲軟。」
數字皆為截稿前更新，請依照實際報價為主

",2023/11/10,美股,cnyes
6,90a8fc64-1697-4de4-9df2-5795a3df8e71,Fisker與五家汽車製造商討論合作 力拚擴大產能,"美國電動車新創公司 Fisker 執行長菲斯克 (Henrik Fisker) 周四 (9 日) 表示，公司正與五家「傳統汽車製造商」就合作事宜進行談判，並希望在未來幾個月內選擇一家合作夥伴，以確保其電動車的額外產能。
菲斯克受訪時說：「我們有兩輛車差不多準備好了。我們可以將它們快速推向市場——我們只需要產能。」
他先前在 5 月時曾向媒體透露，自己正與供應商和科技公司等各方面探索合作夥伴關係，以擴大生產規模。
據了解，Fisker 目前在市場上只有銷售一款名為 Ocean 的 SUV，由加拿大汽車零組件業者麥格納國際公司 (Magna International) 旗下子公司在奧地利的一家工廠生產推出。

另外兩款車型，一款皮卡和一款較小的 SUV 預估在 2025 年推出。其中該款名為 PEAR 的 SUV 將與鴻海 / 富士康 (2317-TW) 在美國俄亥俄州合作生產，但兩款車型都需要進一步的產能。
根據 9 月份的最新消息，Fisker 迄今已生產了 5,000 輛 Ocean 汽車。儘管如此，該公司還是在 8 月份下調年度生產目標，並在 10 月份調整售價，以應對電動車需求放緩。
不過菲斯克對公司仍走在獲利的道路上充滿信心，並表示今年將公布兩位數的利潤率，與 2023 年毛利率為 8% 至 12% 的年度預測一致。
Fisker 將於下周一 (13 日) 美股開盤前公布第三季財報，此前該公司在第二季每股虧損 0.25 美元。截稿前，Fisker(FSR-US)周四盤中股價下跌 1.90%，每股暫報 3.91 美元。

",2023/11/10,美股,cnyes
7,a5048552-0b16-4dff-ab5a-f9999e39c271,〈美股早盤〉美就業市場有降溫跡象 市場靜待Fed官員談話 主要指數平盤波動,"美股主要指數周四 (9 日) 平盤波動，此前美國勞工部最新數據顯示就業市場降溫，與此同時市場預料聯準會 (Fed) 即將結束貨幣緊縮政策，在央行官員發表進一步政策暗示之前，市場情緒謹慎。
截稿前，道瓊工業指數漲 0.02%，那斯達克綜合指數漲近 0.1%，標普 500 指數漲近 0.1%，費城半導體指數漲近 0.7%。
美國勞工部最新公布數據顯示，儘管上周初領失業金人數下滑且徘徊在今年初以來的低點附近，但續領失業金人數連續第七周上升，超出經濟學家預期，寫下今年 4 月以來新高。有分析認為，續領失業金人數成長進一步證明美國就業市場正在降溫。
具體來看，美國上周續領失業金人數持續成長至 183.4 萬，高於預期的 182 萬，也高於修正後前值 181.2 萬。另外上周初領失業金人數降至 21.7 萬，高於預期的 21.5 萬，但略低於修正後前值 22 萬。

與此同時，Fed 主席鮑爾周四將再次發表談話，市場聚焦這次談話是否會透露未來貨幣政策動向的線索。他在昨天的會議上並未談及有關貨幣政策或經濟展望的言論。
值得注意的是，美國 240 億美元的 30 年期公債標售將於同日舉行，這將是市場是否能接受聯邦政府更高的發債量的另一考驗。
交易員押注，全球最激進的升息周期已經結束，貨幣寬鬆政策將於明年年中開始。根據外媒彙編數據，掉期交易市場暗示已開發國家經濟體的平均現金利率會在未來半年保持穩定，這是兩年來其首次沒有將這段時間內的利率上調納入定價。掉期交易市場還顯示，一年內總利率將下降 50 個基點，這是自新冠疫情以來對貨幣寬鬆政策最大的押注。
另外，隨著美債殖利率下滑和風險資產在市場反彈，美國公司本月已經出售逾 60 億美元的垃圾債券，本月迄今的發債量是今年 5 月初以來最高。Fed 在上次會議暗示可能結束數十年來最激進的升息周期後，投資人重新轉向垃圾債券。
加密貨幣方面，比特幣交易價格漲至 2022 年 5 月以來新高，價格自全球第三大的穩定幣 TerraUSD 引發加密資產領域一連串危機後復甦。
能源方面，由於對全球消費的擔憂，國際油價一度跌至 3 個月低點，隨後有所回升。截稿前，布蘭特原油期貨和西德州原油期貨漲逾 1%。
截至台北時間周四（9 日）21 時許：

道瓊工業指數上漲 6.38 點或 0.02%，暫報 34,118.65 點
那斯達克綜合指數上漲 2.95 點或 0.02%，暫報 13,653.36 點
標普 500 指數上漲 0.46 點或 0.01%，暫報 4,383.24 點
費半上漲 20.87 點或 0.60%，暫報 3,493.55 點
台積電 ADR 上漲 0.64% 至每股 92.59 美元
10 年期美債殖利率升至 4.526%
 紐約輕原油上漲 1.19% 至每桶 76.23 美元
布蘭特原油上漲 1.14% 至每桶 80.45 美元
黃金下跌 0.06% 至每盎司 1,956.70 美元
美元指數跌至 105.390

焦點個股：
蘋果 (AAPL-US) 早盤上漲 0.03%，至每股 182.94 美元
歐盟最高法院一名顧問周四表示，先前蘋果獲勝的愛爾蘭稅收上訴案應重新審查，因為其中充滿法律上的錯誤。這就意味著蘋果可能不得不要被迫支付 130 億歐元 (約 140 億美元) 的補税單。
理想汽車 (LI-US) 早盤下跌 1.7%，至每股 38.69 美元
中國電動車製造商理想汽車周四美股盤前公布 2023 會計年度第三季財報，該季成功轉虧為盈、營收年增逾兩倍，雙雙打敗華爾街分析師預期，另外還預估本季 (第四季) 營收成長逾一倍。亮眼財報佳績激勵理想汽車美股 ADR 周四盤前上漲逾 2%。
輝達 (NVDA-US) 早盤上漲 1.36%，至每股 472.06 美元
多位產業鏈人士表示，輝達在推針對中國市場的改良版晶片，將會把性能降到新規定的參數以下。其中一位產業鏈人士稱，近日還要和輝達溝通，年底才量產，同時英特爾 (INTC-US) 也在計劃推出 Gaudi 2 的改良版本。目前，輝達和英特爾尚未對此進行回應。
今日關鍵經濟數據：

美國上周初領失業金人數報 21.7 萬，預期 21.5 萬，修正後前值 22.0 萬
美國上周續領失業金人數報 183.4 萬，預期 182 萬，修正後前值 181.2 萬

華爾街分析：
高盛對美國將避免經濟衰退越來越有信心。高盛表示：「我們仍然認為美國經濟衰退的風險有限，並重申美國經濟衰退的可能性為 15%。」該行還表示明年將出現更多的通膨回落跡象。
瑞銀策略師預估，標普 500 指數到明年年底將收於 4,600 點左右，相比當前水準僅會溫和上升 5%。分析師指出，對經濟成長將放緩的預期會影響收入，不過該行認為，科技行業獲利將大幅加速成長，並可能將為明年的標 500 指每股獲利貢獻 2-3% 的增幅。

",2023/11/09,美股,cnyes
8,9ab32889-f805-4a6f-a90b-1e4105b6c688,禮來持續尋求英國批准減肥注射筆,"禮來公司 (LLY-US) 周四 (9 日) 表示，用於治療肥胖和糖尿病的 Mounjaro 藥物的注射筆尚未在英國獲得批准，增加了該產品上市時間的不確定性。
英國監管機構周三 (8 日) 批准該藥物用於減肥。
這家美國公司發言人發表聲明表示：「我們已經提交了 Tirzepatide 的替代設備說明，以供監管部門批准。我們將繼續與相關政府機構密切合作，並致力於確保可持續供應。」
Tirzepatide 是 Mounjaro 中活性藥物成分的名稱。

發言人補充說，遭到質疑的注射裝置與禮來公司計劃在美國使用的減肥藥注射筆不同；後者在美國被重新命名為 Zepbound。在英國，禮來公司將使用單一注射筆來對抗第 2 型糖尿病和肥胖症。
英國藥品監管機構藥品和保健品監管局 (MHRA) 在回應置評請求時表示：「由於商業機密，我們無法確認任何潛在或正在進行的申請的狀態或時間表。」

",2023/11/09,美股,cnyes
9,62551a9f-fcdc-467f-af2f-5775cbc69ab1,〈財報〉Novavax營收高於預期 準備明年擴大削減成本,"新冠疫苗製造商 Novavax (NVAX-US) 周四 (9 日) 公布的第 3 季營收高於預期，得益於美國政府為幫助支付臨床試驗費用提供的撥款，並表示準備明年進一步削減成本。
該公司股價在周四盤前交易上漲超過 4%。
根據 LSEG 的數據，Novavax 當季營收為 1.87 億美元，低於去年同期的 7 億 3458 萬美元，但高於分析師預期的 1.585 億美元。
Novavax 執行長雅各布斯 (John Jacobs) 表示：「我們的確優化了美國的資助機會，這在年初是不確定的。」並補充說，政府已經縮短了利用這些資金的時間表。

這家總部位於馬里蘭州的生技公司表達了對其繼續經營能力的擔憂，並一直指望透過削減成本和改進新冠疫苗的商業銷售來幫助其維持生計。
Novavax 表示，第 3 季負債減少 1.28 億美元，並準備在 2024 年額外削減 3 億美元成本，以更能適應小於預期的新冠疫苗市場。
雅各布斯說：「我們和許多其他人原以為今年美國市場上會有 8000 萬至 1 億劑疫苗，但事實證明這個數字要小得多。」
該公司表示，預計 2023 年至 2024 年美國新冠疫苗市場將在 3000 萬劑至 5000 萬劑之間。
美國衛生與公眾服務部 (HHS) 發言人表示，截至 10 月 27 日，美國已有超過 1500 萬人接種升級版新冠疫苗，約占總人口的 4.5%，落後於去年的疫苗接種情況。
Novavax 表示，截至 9 月 30 日當季止，該公司擁有 6.66 億美元現金，高於 6 月底的 5.18 億美元。
該公司升級版新冠疫苗採用比競爭對手輝瑞 (PFE-US) 和 Moderna (MRNA-US) 的 mRNA 疫苗更傳統的技術，並於 10 月在美國獲得授權。Novavax 上月宣布，升級版疫苗已在 CVS 和 Rite Aid 等藥局販售。
Novavax 錯失了讓競爭對手受益的新冠疫苗意外之財，因為在疫情肆虐期間，製造問題延後了其批准申請。
其股價去年暴跌 93%，今年下跌約 34%。
該公司表示，預計透過裁員等一系列削減成本舉措，將年度研究和商業費用比去年減少 20% 至 25%。

",2023/11/09,美股,cnyes
